Jugador,Nacimiento,Edad,Nación,Altura,Peso,PJ,Goles,Asistencias,TA,TAR,TR,Desde,De,BL,Número,Contrato,Selección,Club
Niklas Schmidt,01.03.1998,25,Alemania,184,80,24,3,0,3,0,0,01.07.2021,VfL Osnabrück,25,22,N.D.,No,Werder Bremen
Jens Stage,08.11.1996,26,Dinamarca,187,81,32,3,3,5,0,0,01.07.2022,FC Kopenhagen,32,6,N.D.,1,Werder Bremen
Eren Dinkci,13.12.2001,21,Alemania,187,73,17,0,0,0,0,0,01.07.2019,SC Borgfeld,25,21,N.D.,No,Werder Bremen
Marvin Ducksch,07.03.1994,29,Alemania,188,79,34,12,8,4,0,0,25.08.2021,Hannover 96,65,7,N.D.,No,Werder Bremen
Niclas Füllkrug,09.02.1993,30,Alemania,189,84,28,16,6,4,0,0,01.07.2019,Hannover 96,126,11,N.D.,6,Werder Bremen
Nicolai Rapp,13.12.1996,26,Alemania,186,81,7,0,0,0,0,0,02.01.2023,Werder Bremen,7,23,N.D.,No,Werder Bremen
Oliver Burke,07.04.1997,26,Escocia,188,84,15,2,1,0,0,0,30.01.2023,Werder Bremen,40,9,N.D.,13,Werder Bremen
Gregor Kobel,06.12.1997,25,Suiza,195,88,27,0,0,0,0,0,01.07.2021,VfB Stuttgart,106,1,30.06.2026,4,Borussia Dortmund
Marcel Lotka,25.05.2001,22,Polonia,191,85,0,0,0,0,0,0,01.07.2022,Hertha BSC,10,35,30.06.2025,No,Borussia Dortmund
Alexander Meyer,13.04.1991,32,Alemania,195,88,7,0,0,0,0,0,01.07.2022,Jahn Regensburg,7,33,30.06.2024,No,Borussia Dortmund
Luca Unbehaun,27.02.2001,22,Alemania,185,82,0,0,0,0,0,0,01.07.2016,VfL Bochum,0,38,30.06.2023,No,Borussia Dortmund
Soumaila Coulibaly,14.10.2003,19,Francia,190,87,1,0,0,0,0,0,01.07.2021,Paris St. Germain,1,44,30.06.2026,No,Borussia Dortmund
Raphael Guerreiro,22.12.1993,29,Portugal,170,71,27,4,13,4,0,0,11.07.2016,FC Lorient,162,13,30.06.2023,62,Borussia Dortmund
Mats Hummels,16.12.1988,34,Alemania,191,94,30,1,0,4,0,0,01.07.2019,Bayern München,417,15,30.06.2024,76,Borussia Dortmund
Thomas Meunier,12.09.1991,31,Bélgica,191,90,10,0,0,2,0,0,01.07.2020,Paris St. Germain,48,24,30.06.2024,62,Borussia Dortmund
Mateu Morey,02.03.2000,23,España,173,67,0,0,0,0,0,0,01.07.2019,FC Barcelona,0,2,30.06.2024,No,Borussia Dortmund
Antonios Papadopoulos,10.09.1999,23,Alemania,185,83,1,0,0,0,0,0,01.07.2021,Hallescher FC,3,47,30.06.2024,No,Borussia Dortmund
Felix Passlack,29.05.1998,24,Alemania,170,74,3,0,0,0,0,0,01.07.2020,Fortuna Sittard,36,30,30.06.2023,No,Borussia Dortmund
Tom Rothe,29.10.2004,18,Alemania,193,88,2,0,1,0,0,0,01.07.2021,FC St. Pauli,4,36,30.06.2024,No,Borussia Dortmund
Julian Ryerson,17.11.1997,25,Noruega,183,81,30,1,2,4,0,0,17.01.2023,1. FC Union Berlin,96,26,30.06.2026,17,Borussia Dortmund
Nico Schlotterbeck,01.12.1999,23,Alemania,191,89,28,4,6,3,0,0,01.07.2022,SC Freiburg,93,4,30.06.2027,9,Borussia Dortmund
Nico Schulz,01.04.1993,30,Alemania,181,83,16,0,2,2,0,0,01.07.2019,TSG Hoffenheim,162,14,30.06.2024,12,Borussia Dortmund
Niklas Süle,03.09.1995,27,Alemania,195,99,29,2,5,2,0,0,01.07.2022,Bayern München,251,25,30.06.2026,45,Borussia Dortmund
Jude Bellingham,29.06.2003,19,Inglaterra,186,75,31,8,5,8,0,0,23.07.2020,Birmingham City,92,22,30.06.2025,24,Borussia Dortmund
Julian Brandt,02.05.1996,27,Alemania,185,83,32,9,8,2,0,0,01.07.2019,Bayer 04 Leverkusen,292,19,30.06.2026,39,Borussia Dortmund
Emre Can,12.01.1994,29,Alemania,186,86,27,2,1,8,0,0,31.01.2020,Juventus Turin,124,23,30.06.2024,39,Borussia Dortmund
Mahmoud Dahoud,01.01.1996,27,Alemania,178,68,9,0,1,1,0,0,01.07.2017,Bor. Mönchengladbach,162,8,30.06.2023,2,Borussia Dortmund
Göktan Gürpüz,22.01.2003,20,Alemania,176,66,0,0,0,0,0,0,01.07.2016,FC Schalke 04,0,42,30.06.2025,No,Borussia Dortmund
Abdoulaye Kamara,06.11.2004,18,Guinea,183,82,0,0,0,0,0,0,20.07.2021,Paris St. Germain,0,32,30.06.2024,No,Borussia Dortmund
Salih Özcan,11.01.1998,25,Turquía,182,75,26,0,1,6,0,0,01.07.2022,1. FC Köln,121,6,30.06.2026,9,Borussia Dortmund
Marco Reus,31.05.1989,33,Alemania,180,71,25,6,6,4,0,0,01.07.2012,Bor. Mönchengladbach,365,11,30.06.2024,48,Borussia Dortmund
Giovanni Reyna,13.11.2002,20,Estados Unidos,185,79,22,7,2,2,0,0,01.07.2019,New York City FC,79,7,30.06.2025,18,Borussia Dortmund
Marius Wolf,27.05.1995,28,Alemania,188,81,25,1,2,2,0,0,01.07.2021,1. FC Köln,153,17,30.06.2024,2,Borussia Dortmund
Karim Adeyemi,18.01.2002,21,Alemania,180,75,24,6,5,9,0,0,01.07.2022,RB Salzburg,24,27,30.06.2027,4,Borussia Dortmund
Jamie Bynoe-Gittens,08.08.2004,18,Inglaterra,175,75,15,3,2,1,0,0,24.09.2020,Manchester City,19,43,30.06.2025,No,Borussia Dortmund
Julien Duranville,05.05.2006,17,Bélgica,170,59,1,0,0,0,0,0,27.01.2023,RSC Anderlecht,1,16,N.D.,No,Borussia Dortmund
Sebastien Haller,22.06.1994,28,Costa de Marfil,190,91,19,9,5,1,0,0,06.07.2022,Ajax Amsterdam,79,9,30.06.2026,No,Borussia Dortmund
Donyell Malen,19.01.1999,24,Países Bajos,176,68,26,9,7,0,0,0,27.07.2021,PSV Eindhoven,53,21,30.06.2026,21,Borussia Dortmund
Anthony Modeste,14.04.1988,35,Francia,187,84,19,2,1,4,0,0,08.08.2022,1. FC Köln,209,20,30.06.2023,No,Borussia Dortmund
Youssoufa Moukoko,20.11.2004,18,Alemania,179,72,26,7,4,0,0,0,02.08.2016,FC St. Pauli,56,18,30.06.2026,2,Borussia Dortmund
Thorgan Hazard,29.03.1993,30,Bélgica,175,68,14,0,0,1,0,0,31.01.2023,Borussia Dortmund,233,10,N.D.,47,Borussia Dortmund
Justin Njinmah,15.11.2000,22,Alemania,N.D.,N.D.,1,0,0,0,0,0,06.01.2022,Werder Bremen,1,49,N.D.,No,Borussia Dortmund
Marco Pasalic,14.09.2000,22,Croacia,178,72,1,0,0,0,0,0,01.07.2021,VfB Stuttgart,1,46,N.D.,No,Borussia Dortmund
